dest_plate,dest_row,dest_col,dest_well,fwd_idx,rev_idx,fwd_source_well,rev_source_well,plate_role,well_type,strain1,strain2,vol1_nL,vol2_nL,total_inoculum_nL,log2_inoculum_ratio,separation_bp
3,L,3,L3,57,52,I19,J10,primary_sequenced,pair,A9,K15,100,100,200,0.0,44
3,L,4,L4,76,91,M9,P16,primary_sequenced,ratio,A8,G21,50,150,200,-1.5849625007211563,209
3,L,5,L5,94,67,O21,L16,primary_sequenced,pair,C2,M21,100,100,200,0.0,160
3,L,6,L6,41,79,G11,N16,primary_sequenced,pair,A21,H20,100,100,200,0.0,189
3,L,7,L7,86,2,O5,B6,primary_sequenced,mono,L24,L24,200,0,200,,-1
3,L,8,L8,30,13,E13,D4,primary_sequenced,techrep,B18,C23,100,100,200,0.0,190
3,L,9,L9,15,49,C7,J4,primary_sequenced,mono,O14,O14,200,0,200,,-1
3,L,10,L10,21,29,C19,F12,primary_sequenced,mono,I3,I3,200,0,200,,-1
3,L,11,L11,59,79,I23,N16,primary_sequenced,ratio,F23,I11,150,50,200,1.584962500721156,285
3,L,12,L12,18,47,C13,H24,primary_sequenced,techrep,N10,J4,100,100,200,0.0,349
3,L,13,L13,76,78,M9,N14,primary_sequenced,ratio,C22,F17,175,25,200,2.807354922057604,23
3,L,14,L14,23,95,C23,P24,primary_sequenced,pair,B22,M4,100,100,200,0.0,349
3,L,15,L15,91,48,O15,J2,primary_sequenced,ratio,C22,F17,150,50,200,1.584962500721156,23
3,L,16,L16,17,87,C11,P8,primary_sequenced,pair,K14,J11,100,100,200,0.0,152
3,L,17,L17,5,36,A11,H2,primary_sequenced,mono,K23,K23,200,0,200,,-1
3,L,18,L18,88,49,O9,J4,primary_sequenced,pair,G7,O3,100,100,200,0.0,188
3,L,19,L19,95,27,O23,F8,primary_sequenced,pair,O22,I9,100,100,200,0.0,181
3,L,20,L20,83,31,M23,F16,primary_sequenced,pair,F1,F17,100,100,200,0.0,25
3,L,21,L21,41,66,G11,L14,primary_sequenced,mono,P19,P19,200,0,200,,-1
3,L,22,L22,49,23,I3,D24,primary_sequenced,mono,M24,M24,100,0,100,,-1
3,L,23,L23,47,5,G23,B12,primary_sequenced,pair,G10,F7,100,100,200,0.0,368
3,M,2,M2,10,48,A21,J2,primary_sequenced,techrep,O1,H11,100,100,200,0.0,62
3,M,3,M3,63,56,K7,J18,primary_sequenced,ratio,F23,I11,175,25,200,2.807354922057604,285
3,M,4,M4,34,14,E21,D6,primary_sequenced,mono,F2,F2,100,0,100,,-1
3,M,5,M5,21,13,C19,D4,primary_sequenced,ratio,E12,M21,150,50,200,1.584962500721156,285
3,M,6,M6,89,7,O11,B16,primary_sequenced,techrep,I8,N11,100,100,200,0.0,83
3,M,7,M7,36,82,G1,N22,primary_sequenced,pair,M8,M10,100,100,200,0.0,56
3,M,8,M8,86,7,O5,B16,primary_sequenced,mono,O1,O1,200,0,200,,-1
3,M,9,M9,5,75,A11,N8,primary_sequenced,pair,L9,G9,100,100,200,0.0,302
3,M,10,M10,85,89,O3,P12,primary_sequenced,mono,B13,B13,200,0,200,,-1
3,M,11,M11,11,46,A23,H22,primary_sequenced,pair,N6,O21,100,100,200,0.0,26
3,M,12,M12,88,90,O9,P14,primary_sequenced,pair,M23,H23,100,100,200,0.0,173
3,M,13,M13,52,80,I9,N18,primary_sequenced,ratio,C22,F17,100,100,200,0.0,23
3,M,14,M14,53,72,I11,N2,primary_sequenced,pair,C18,K7,100,100,200,0.0,128
3,M,15,M15,71,20,K23,D18,primary_sequenced,pair,G24,G20,100,100,200,0.0,22
3,M,16,M16,21,36,C19,H2,primary_sequenced,techrep,H11,F22,100,100,200,0.0,155
3,M,17,M17,41,25,G11,F4,primary_sequenced,techrep,P6,J15,100,100,200,0.0,142
3,M,18,M18,50,39,I5,H8,primary_sequenced,mono,O23,O23,200,0,200,,-1
3,M,19,M19,21,81,C19,N20,primary_sequenced,pair,O18,M8,100,100,200,0.0,55
3,M,20,M20,59,83,I23,N24,primary_sequenced,mono,K24,K24,100,0,100,,-1
3,M,21,M21,69,18,K19,D14,primary_sequenced,techrep,F10,A9,100,100,200,0.0,298
3,M,22,M22,83,26,M23,F6,primary_sequenced,mono,K12,K12,100,0,100,,-1
3,M,23,M23,3,52,A7,J10,primary_sequenced,mono,P22,P22,100,0,100,,-1
3,N,2,N2,13,68,C3,L18,primary_sequenced,density,A1,M13,100,100,200,0.0,17
3,N,3,N3,81,50,M19,J6,primary_sequenced,mono,H9,H9,100,0,100,,-1
3,N,4,N4,95,93,O23,P20,primary_sequenced,pair,N11,J3,100,100,200,0.0,217
3,N,5,N5,52,38,I9,H6,primary_sequenced,mono,E16,E16,200,0,200,,-1
3,N,6,N6,30,4,E13,B10,primary_sequenced,techrep,P1,D19,100,100,200,0.0,28
3,N,7,N7,92,30,O17,F14,primary_sequenced,techrep,O12,C7,100,100,200,0.0,272
3,N,8,N8,3,88,A7,P10,primary_sequenced,mono,L5,L5,100,0,100,,-1
3,N,9,N9,10,84,A21,P2,primary_sequenced,pair,L19,N21,100,100,200,0.0,31
3,N,10,N10,64,16,K9,D10,primary_sequenced,mono,A21,A21,100,0,100,,-1
3,N,11,N11,41,62,G11,L6,primary_sequenced,pair,D3,P11,100,100,200,0.0,16
3,N,12,N12,9,84,A19,P2,primary_sequenced,pair,I14,E5,100,100,200,0.0,144
3,N,13,N13,73,80,M3,N18,primary_sequenced,mono,B18,B18,100,0,100,,-1
3,N,14,N14,76,56,M9,J18,primary_sequenced,pair,N10,O2,100,100,200,0.0,339
3,N,15,N15,1,89,A3,P12,primary_sequenced,ratio,J1,J5,50,150,200,-1.5849625007211563,185
3,N,16,N16,43,30,G15,F14,primary_sequenced,mono,H24,H24,200,0,200,,-1
3,N,17,N17,46,7,G21,B16,primary_sequenced,pair,F9,L16,100,100,200,0.0,246
3,N,18,N18,88,46,O9,H22,primary_sequenced,mono,F19,F19,100,0,100,,-1
3,N,19,N19,89,45,O11,H20,primary_sequenced,techrep,E20,G16,100,100,200,0.0,241
3,N,20,N20,50,28,I5,F10,primary_sequenced,pair,C13,N24,100,100,200,0.0,334
3,N,21,N21,89,26,O11,F6,primary_sequenced,pair,G13,D7,100,100,200,0.0,181
3,N,22,N22,63,46,K7,H22,primary_sequenced,pair,D16,A15,100,100,200,0.0,279
3,N,23,N23,39,24,G7,F2,primary_sequenced,techrep,D17,B3,100,100,200,0.0,29
3,O,2,O2,27,69,E7,L20,primary_sequenced,mono,L22,L22,200,0,200,,-1
3,O,3,O3,51,45,I7,H20,primary_sequenced,mono,N12,N12,100,0,100,,-1
3,O,4,O4,94,87,O21,P8,primary_sequenced,ratio,F23,I11,100,100,200,0.0,285
3,O,5,O5,50,3,I5,B8,primary_sequenced,mono,H1,H1,200,0,200,,-1
3,O,6,O6,61,68,K3,L18,primary_sequenced,techrep,L23,H2,100,100,200,0.0,173
3,O,7,O7,56,28,I17,F10,primary_sequenced,mono,G19,G19,200,0,200,,-1
3,O,8,O8,59,87,I23,P8,primary_sequenced,techrep,L22,C14,100,100,200,0.0,221
3,O,9,O9,77,8,M11,B18,primary_sequenced,pair,G19,O8,100,100,200,0.0,309
3,O,10,O10,18,33,C13,F20,primary_sequenced,mono,H20,H20,100,0,100,,-1
3,O,11,O11,32,62,E17,L6,primary_sequenced,pair,C15,E17,100,100,200,0.0,174
3,O,12,O12,60,38,K1,H6,primary_sequenced,mono,C13,C13,200,0,200,,-1
3,O,13,O13,43,90,G15,P14,primary_sequenced,techrep,K14,B9,100,100,200,0.0,83
3,O,14,O14,24,73,E1,N4,primary_sequenced,ratio,A21,G15,150,50,200,1.584962500721156,34
3,O,15,O15,50,84,I5,P2,primary_sequenced,mono,I2,I2,200,0,200,,-1
3,O,16,O16,69,90,K19,P14,primary_sequenced,mono,P20,P20,200,0,200,,-1
3,O,17,O17,0,36,A1,H2,primary_sequenced,ratio,A21,G15,25,175,200,-2.807354922057604,34
3,O,18,O18,52,46,I9,H22,primary_sequenced,mono,D16,D16,200,0,200,,-1
3,O,19,O19,36,3,G1,B8,primary_sequenced,pair,F5,L20,100,100,200,0.0,303
3,O,20,O20,95,52,O23,J10,primary_sequenced,ratio,E12,M21,175,25,200,2.807354922057604,285
3,O,21,O21,66,76,K13,N10,primary_sequenced,pair,E22,O7,100,100,200,0.0,191
3,O,22,O22,39,50,G7,J6,primary_sequenced,mono,L6,L6,200,0,200,,-1
3,O,23,O23,39,37,G7,H4,primary_sequenced,pair,C20,L20,100,100,200,0.0,270
4,B,2,B2,38,93,G5,P20,primary_sequenced,pair,I5,L8,100,100,200,0.0,192
4,B,3,B3,29,73,E11,N4,primary_sequenced,techrep,L22,C14,100,100,200,0.0,221
4,B,4,B4,46,48,G21,J2,primary_sequenced,pair,N24,D6,100,100,200,0.0,330
4,B,5,B5,32,58,E17,J22,primary_sequenced,mono,P15,P15,100,0,100,,-1
4,B,6,B6,26,14,E5,D6,primary_sequenced,techrep,C1,D12,100,100,200,0.0,202
4,B,7,B7,84,62,O1,L6,primary_sequenced,pair,D17,G16,100,100,200,0.0,304
4,B,8,B8,81,48,M19,J2,primary_sequenced,mono,F13,F13,200,0,200,,-1
4,B,9,B9,79,84,M15,P2,primary_sequenced,ratio,E2,G22,100,100,200,0.0,137
4,B,10,B10,50,47,I5,H24,primary_sequenced,pair,A10,L17,100,100,200,0.0,28
4,B,11,B11,75,18,M7,D14,primary_sequenced,pair,J18,O23,100,100,200,0.0,34
4,B,12,B12,75,64,M7,L10,primary_sequenced,techrep,D16,F14,100,100,200,0.0,255
4,B,13,B13,89,30,O11,F14,primary_sequenced,mono,D18,D18,200,0,200,,-1
4,B,14,B14,87,81,O7,N20,primary_sequenced,mono,E13,E13,200,0,200,,-1
4,B,15,B15,29,78,E11,N14,primary_sequenced,techrep,B18,C23,100,100,200,0.0,190
4,B,16,B16,9,11,A19,B24,primary_sequenced,mono,B23,B23,200,0,200,,-1
4,B,17,B17,42,60,G13,L2,primary_sequenced,density,F19,O19,200,200,400,0.0,16
4,B,18,B18,74,64,M5,L10,primary_sequenced,pair,N6,K17,100,100,200,0.0,36
4,B,19,B19,13,4,C3,B10,primary_sequenced,techrep,L20,C5,100,100,200,0.0,275
4,B,20,B20,35,91,E23,P16,primary_sequenced,ratio,C14,H11,175,25,200,2.807354922057604,276
4,B,21,B21,81,21,M19,D20,primary_sequenced,pair,L9,C16,100,100,200,0.0,304
4,B,22,B22,53,23,I11,D24,primary_sequenced,mono,I10,I10,100,0,100,,-1
4,B,23,B23,65,80,K11,N18,primary_sequenced,mono,E10,E10,100,0,100,,-1
4,C,2,C2,20,8,C17,B18,primary_sequenced,mono,N18,N18,200,0,200,,-1
4,C,3,C3,12,77,C1,N12,primary_sequenced,mono,D12,D12,200,0,200,,-1
4,C,4,C4,95,4,O23,B10,primary_sequenced,ratio,E12,I9,175,25,200,2.807354922057604,298
4,C,5,C5,35,71,E23,L24,primary_sequenced,mono,D8,D8,100,0,100,,-1
4,C,6,C6,34,15,E21,D8,primary_sequenced,pair,M19,D11,100,100,200,0.0,135
4,C,7,C7,62,5,K5,B12,primary_sequenced,ratio,E12,I9,150,50,200,1.584962500721156,298
4,C,8,C8,10,4,A21,B10,primary_sequenced,mono,C8,C8,200,0,200,,-1
4,C,9,C9,38,69,G5,L20,primary_sequenced,pair,G21,L22,100,100,200,0.0,177
4,C,10,C10,86,55,O5,J16,primary_sequenced,ratio,F15,O21,50,150,200,-1.5849625007211563,44
4,C,11,C11,32,79,E17,N16,primary_sequenced,pair,O3,A7,100,100,200,0.0,168
4,C,12,C12,85,21,O3,D20,primary_sequenced,pair,F23,P23,100,100,200,0.0,262
4,C,13,C13,11,64,A23,L10,primary_sequenced,pair,F9,M12,100,100,200,0.0,32
4,C,14,C14,28,1,E9,B4,primary_sequenced,pair,J5,L23,100,100,200,0.0,181
4,C,15,C15,35,15,E23,D8,primary_sequenced,mono,E21,E21,100,0,100,,-1
4,C,16,C16,92,59,O17,J24,primary_sequenced,pair,L21,I10,100,100,200,0.0,289
4,C,17,C17,24,81,E1,N20,primary_sequenced,mono,I16,I16,200,0,200,,-1
4,C,18,C18,89,6,O11,B14,primary_sequenced,pair,M14,N14,100,100,200,0.0,190
4,C,19,C19,19,63,C15,L8,primary_sequenced,mono,J11,J11,200,0,200,,-1
4,C,20,C20,89,58,O11,J22,primary_sequenced,techrep,K6,J12,100,100,200,0.0,299
4,C,21,C21,56,35,I17,F24,primary_sequenced,pair,G18,B17,100,100,200,0.0,182
4,C,22,C22,77,88,M11,P10,primary_sequenced,density,F17,J13,50,50,100,0.0,184
4,C,23,C23,77,63,M11,L8,primary_sequenced,pair,J2,M13,100,100,200,0.0,133
4,D,2,D2,95,21,O23,D20,primary_sequenced,techrep,J1,O20,100,100,200,0.0,27
4,D,3,D3,4,50,A9,J6,primary_sequenced,pair,J2,C6,100,100,200,0.0,169
4,D,4,D4,85,24,O3,F2,primary_sequenced,pair,O18,F19,100,100,200,0.0,52
4,D,5,D5,10,50,A21,J6,primary_sequenced,techrep,B11,I3,100,100,200,0.0,185
4,D,6,D6,34,48,E21,J2,primary_sequenced,pair,K17,G5,100,100,200,0.0,37
4,D,7,D7,50,59,I5,J24,primary_sequenced,pair,O15,B3,100,100,200,0.0,50
4,D,8,D8,47,23,G23,D24,primary_sequenced,mono,I14,I14,100,0,100,,-1
4,D,9,D9,81,76,M19,N10,primary_sequenced,ratio,C14,H11,25,175,200,-2.807354922057604,276
4,D,10,D10,78,55,M13,J16,primary_sequenced,pair,F3,H17,100,100,200,0.0,16
4,D,11,D11,42,44,G13,H18,primary_sequenced,ratio,G6,I9,150,50,200,1.584962500721156,203
4,D,12,D12,72,40,M1,H10,primary_sequenced,techrep,O12,C7,100,100,200,0.0,272
4,D,13,D13,65,31,K11,F16,primary_sequenced,pair,L12,B23,100,100,200,0.0,298
4,D,14,D14,35,77,E23,N12,primary_sequenced,techrep,G1,M20,100,100,200,0.0,191
4,D,15,D15,31,59,E15,J24,primary_sequenced,techrep,H11,F22,100,100,200,0.0,155
4,D,16,D16,23,12,C23,D2,primary_sequenced,pair,N13,L6,100,100,200,0.0,216
4,D,17,D17,30,56,E13,J18,primary_sequenced,pair,G20,D10,100,100,200,0.0,215
4,D,18,D18,49,53,I3,J12,primary_sequenced,pair,A14,F20,100,100,200,0.0,244
4,D,19,D19,76,90,M9,P14,primary_sequenced,mono,L12,L12,200,0,200,,-1
4,D,20,D20,10,35,A21,F24,primary_sequenced,pair,J8,J18,100,100,200,0.0,181
4,D,21,D21,35,88,E23,P10,primary_sequenced,ratio,G6,I9,25,175,200,-2.807354922057604,203
4,D,22,D22,17,41,C11,H12,primary_sequenced,techrep,J16,E13,100,100,200,0.0,21
4,D,23,D23,12,70,C1,L22,primary_sequenced,mono,M16,M16,200,0,200,,-1
4,E,2,E2,60,30,K1,F14,primary_sequenced,mono,C7,C7,200,0,200,,-1
4,E,3,E3,6,12,A13,D2,primary_sequenced,pair,L19,G15,100,100,200,0.0,46
4,E,4,E4,23,65,C23,L12,primary_sequenced,pair,K11,O15,100,100,200,0.0,118
4,E,5,E5,73,61,M3,L4,primary_sequenced,pair,M14,M13,100,100,200,0.0,20
4,E,6,E6,87,69,O7,L20,primary_sequenced,techrep,P5,A17,100,100,200,0.0,38
4,E,7,E7,49,7,I3,B16,primary_sequenced,pair,K17,M8,100,100,200,0.0,37
4,E,8,E8,20,5,C17,B12,primary_sequenced,mono,H23,H23,100,0,100,,-1
4,E,9,E9,44,43,G17,H16,primary_sequenced,pair,N10,H7,100,100,200,0.0,351
4,E,10,E10,33,25,E19,F4,primary_sequenced,pair,F7,K18,100,100,200,0.0,27
4,E,11,E11,1,33,A3,F20,primary_sequenced,ratio,E12,I9,50,150,200,-1.5849625007211563,298
4,E,12,E12,34,26,E21,F6,primary_sequenced,mono,M8,M8,100,0,100,,-1
4,E,13,E13,80,68,M17,L18,primary_sequenced,mono,F18,F18,200,0,200,,-1
4,E,14,E14,15,55,C7,J16,primary_sequenced,techrep,H12,O6,100,100,200,0.0,303
4,E,15,E15,66,60,K13,L2,primary_sequenced,mono,P22,P22,200,0,200,,-1
4,E,16,E16,27,83,E7,N24,primary_sequenced,pair,H15,L12,100,100,200,0.0,300
4,E,17,E17,37,81,G3,N20,primary_sequenced,ratio,E2,G22,50,150,200,-1.5849625007211563,137
4,E,18,E18,8,88,A17,P10,primary_sequenced,ratio,C14,H11,50,150,200,-1.5849625007211563,276
4,E,19,E19,26,63,E5,L8,primary_sequenced,pair,G4,M20,100,100,200,0.0,100
4,E,20,E20,81,82,M19,N22,primary_sequenced,pair,F4,O19,100,100,200,0.0,255
4,E,21,E21,20,83,C17,N24,primary_sequenced,pair,L6,D2,100,100,200,0.0,261
4,E,22,E22,91,1,O15,B4,primary_sequenced,pair,M4,D18,100,100,200,0.0,333
4,E,23,E23,76,10,M9,B22,primary_sequenced,pair,I2,M18,100,100,200,0.0,35
4,F,2,F2,1,91,A3,P16,primary_sequenced,mono,H2,H2,100,0,100,,-1
4,F,3,F3,5,73,A11,N4,primary_sequenced,pair,C13,M9,100,100,200,0.0,227
4,F,4,F4,42,84,G13,P2,primary_sequenced,pair,M17,D6,100,100,200,0.0,37
4,F,5,F5,80,74,M17,N6,primary_sequenced,pair,C3,N3,100,100,200,0.0,178
4,F,6,F6,1,29,A3,F12,primary_sequenced,pair,I8,F16,100,100,200,0.0,259
4,F,7,F7,39,0,G7,B2,primary_sequenced,pair,I23,E19,100,100,200,0.0,183
4,F,8,F8,14,55,C5,J16,primary_sequenced,mono,O3,O3,100,0,100,,-1
4,F,9,F9,57,88,I19,P10,primary_sequenced,ratio,G6,I9,175,25,200,2.807354922057604,203
4,F,10,F10,89,85,O11,P4,primary_sequenced,mono,A12,A12,100,0,100,,-1
4,F,11,F11,40,48,G9,J2,primary_sequenced,mono,J3,J3,100,0,100,,-1
4,F,12,F12,13,12,C3,D2,primary_sequenced,pair,M21,N6,100,100,200,0.0,120
4,F,13,F13,51,36,I7,H2,primary_sequenced,pair,A18,F2,100,100,200,0.0,243
4,F,14,F14,6,43,A13,H16,primary_sequenced,pair,D7,D23,100,100,200,0.0,347
4,F,15,F15,9,45,A19,H20,primary_sequenced,pair,I13,M7,100,100,200,0.0,282
4,F,16,F16,13,31,C3,F16,primary_sequenced,pair,P7,J10,100,100,200,0.0,264
4,F,17,F17,86,66,O5,L14,primary_sequenced,mono,M20,M20,100,0,100,,-1
4,F,18,F18,38,43,G5,H16,primary_sequenced,pair,J24,K8,100,100,200,0.0,319
4,F,19,F19,33,45,E19,H20,primary_sequenced,ratio,H23,P17,150,50,200,1.584962500721156,133
4,F,20,F20,11,3,A23,B8,primary_sequenced,mono,M13,M13,200,0,200,,-1
4,F,21,F21,26,66,E5,L14,primary_sequenced,pair,F7,L5,100,100,200,0.0,267
4,F,22,F22,56,89,I17,P12,primary_sequenced,pair,L5,O2,100,100,200,0.0,272
4,F,23,F23,39,86,G7,P6,primary_sequenced,techrep,H10,G11,100,100,200,0.0,35
4,G,2,G2,5,42,A11,H14,primary_sequenced,pair,N11,L4,100,100,200,0.0,236
4,G,3,G3,43,59,G15,J24,primary_sequenced,mono,B3,B3,100,0,100,,-1
4,G,4,G4,78,60,M13,L2,primary_sequenced,pair,F15,M16,100,100,200,0.0,189
4,G,5,G5,67,69,K15,L20,primary_sequenced,pair,E23,D14,100,100,200,0.0,188
4,G,6,G6,76,21,M9,D20,primary_sequenced,mono,L1,L1,100,0,100,,-1
4,G,7,G7,23,79,C23,N16,primary_sequenced,techrep,A9,P4,100,100,200,0.0,49
4,G,8,G8,15,74,C7,N6,primary_sequenced,pair,K24,G10,100,100,200,0.0,569
4,G,9,G9,26,15,E5,D8,primary_sequenced,ratio,F17,G20,150,50,200,1.584962500721156,29
4,G,10,G10,94,38,O21,H6,primary_sequenced,pair,D9,M13,100,100,200,0.0,261
4,G,11,G11,91,58,O15,J22,primary_sequenced,pair,I2,K2,100,100,200,0.0,175
4,G,12,G12,84,2,O1,B6,primary_sequenced,density,F17,J13,100,100,200,0.0,184
4,G,13,G13,67,47,K15,H24,primary_sequenced,pair,K13,H16,100,100,200,0.0,268
4,G,14,G14,74,25,M5,F4,primary_sequenced,ratio,F17,G20,50,150,200,-1.5849625007211563,29
4,G,15,G15,9,3,A19,B8,primary_sequenced,techrep,E17,L12,100,100,200,0.0,261
4,G,16,G16,29,19,E11,D16,primary_sequenced,pair,N11,M3,100,100,200,0.0,90
4,G,17,G17,87,12,O7,D2,primary_sequenced,pair,A21,G12,100,100,200,0.0,24
4,G,18,G18,19,37,C15,H4,primary_sequenced,ratio,H23,P17,175,25,200,2.807354922057604,133
4,G,19,G19,41,60,G11,L2,primary_sequenced,mono,B2,B2,200,0,200,,-1
4,G,20,G20,15,35,C7,F24,primary_sequenced,mono,E1,E1,100,0,100,,-1
4,G,21,G21,69,54,K19,J14,primary_sequenced,pair,M24,A12,100,100,200,0.0,47
4,G,22,G22,22,13,C21,D4,primary_sequenced,pair,O9,I5,100,100,200,0.0,42
4,G,23,G23,63,60,K7,L2,primary_sequenced,pair,P1,L6,100,100,200,0.0,33
4,H,2,H2,88,3,O9,B8,primary_sequenced,mono,J6,J6,100,0,100,,-1
4,H,3,H3,45,64,G19,L10,primary_sequenced,mono,P4,P4,200,0,200,,-1
4,H,4,H4,9,22,A19,D22,primary_sequenced,ratio,F15,O21,175,25,200,2.807354922057604,44
4,H,5,H5,39,59,G7,J24,primary_sequenced,mono,O4,O4,200,0,200,,-1
4,H,6,H6,40,93,G9,P20,primary_sequenced,pair,K18,N23,100,100,200,0.0,190
4,H,7,H7,23,30,C23,F14,primary_sequenced,mono,B22,B22,200,0,200,,-1
4,H,8,H8,10,83,A21,N24,primary_sequenced,mono,E24,E24,100,0,100,,-1
4,H,9,H9,40,43,G9,H16,primary_sequenced,pair,J7,J1,100,100,200,0.0,182
4,H,10,H10,91,45,O15,H20,primary_sequenced,mono,K9,K9,100,0,100,,-1
4,H,11,H11,36,54,G1,J14,primary_sequenced,mono,J14,J14,100,0,100,,-1
4,H,12,H12,74,53,M5,J12,primary_sequenced,pair,J9,N20,100,100,200,0.0,32
4,H,13,H13,16,77,C9,N12,primary_sequenced,pair,C15,O18,100,100,200,0.0,118
4,H,14,H14,80,11,M17,B24,primary_sequenced,techrep,J18,B12,100,100,200,0.0,198
4,H,15,H15,52,81,I9,N20,primary_sequenced,pair,L19,P10,100,100,200,0.0,301
4,H,16,H16,19,9,C15,B20,primary_sequenced,techrep,F15,G8,100,100,200,0.0,19
4,H,17,H17,16,36,C9,H2,primary_sequenced,mono,G12,G12,200,0,200,,-1
4,H,18,H18,51,49,I7,J4,primary_sequenced,mono,L9,L9,100,0,100,,-1
4,H,19,H19,78,4,M13,B10,primary_sequenced,pair,A6,H21,100,100,200,0.0,70
4,H,20,H20,58,9,I21,B20,primary_sequenced,pair,F24,G19,100,100,200,0.0,128
4,H,21,H21,8,6,A17,B14,primary_sequenced,techrep,O1,H11,100,100,200,0.0,62
4,H,22,H22,30,43,E13,H16,primary_sequenced,pair,L4,E7,100,100,200,0.0,278
4,H,23,H23,74,26,M5,F6,primary_sequenced,techrep,D8,D4,100,100,200,0.0,213
4,I,2,I2,3,36,A7,H2,primary_sequenced,pair,O9,B16,100,100,200,0.0,154
4,I,3,I3,37,90,G3,P14,primary_sequenced,pair,H1,L16,100,100,200,0.0,109
4,I,4,I4,74,24,M5,F2,primary_sequenced,mono,N12,N12,200,0,200,,-1
4,I,5,I5,82,27,M21,F8,primary_sequenced,pair,B4,O17,100,100,200,0.0,22
4,I,6,I6,7,32,A15,F18,primary_sequenced,pair,F7,B9,100,100,200,0.0,42
4,I,7,I7,72,1,M1,B4,primary_sequenced,pair,M16,F10,100,100,200,0.0,295
4,I,8,I8,37,78,G3,N14,primary_sequenced,techrep,N13,L4,100,100,200,0.0,55
4,I,9,I9,15,94,C7,P22,primary_sequenced,density,O11,P11,50,50,100,0.0,287
4,I,10,I10,61,85,K3,P4,primary_sequenced,pair,H1,H10,100,100,200,0.0,146
4,I,11,I11,4,51,A9,J8,primary_sequenced,density,F17,J13,200,200,400,0.0,184
4,I,12,I12,81,20,M19,D18,primary_sequenced,ratio,F15,O21,25,175,200,-2.807354922057604,44
4,I,13,I13,93,37,O19,H4,primary_sequenced,pair,O20,L10,100,100,200,0.0,306
4,I,14,I14,27,0,E7,B2,primary_sequenced,pair,C9,E7,100,100,200,0.0,18
4,I,15,I15,77,5,M11,B12,primary_sequenced,ratio,H23,P17,25,175,200,-2.807354922057604,133
4,I,16,I16,64,71,K9,L24,primary_sequenced,ratio,F17,G20,175,25,200,2.807354922057604,29
4,I,17,I17,80,59,M17,J24,primary_sequenced,mono,K12,K12,200,0,200,,-1
4,I,18,I18,48,78,I1,N14,primary_sequenced,mono,D17,D17,200,0,200,,-1
4,I,19,I19,27,90,E7,P14,primary_sequenced,techrep,P1,D19,100,100,200,0.0,28
4,I,20,I20,1,76,A3,N10,primary_sequenced,mono,G17,G17,200,0,200,,-1
4,I,21,I21,61,42,K3,H14,primary_sequenced,mono,A23,A23,100,0,100,,-1
4,I,22,I22,42,10,G13,B22,primary_sequenced,pair,F19,E22,100,100,200,0.0,143
4,I,23,I23,59,16,I23,D10,primary_sequenced,pair,H18,P12,100,100,200,0.0,342
4,J,2,J2,81,70,M19,L22,primary_sequenced,pair,M13,G9,100,100,200,0.0,266
4,J,3,J3,21,91,C19,P16,primary_sequenced,mono,C9,C9,200,0,200,,-1
4,J,4,J4,70,24,K21,F2,primary_sequenced,mono,H10,H10,200,0,200,,-1
4,J,5,J5,28,40,E9,H10,primary_sequenced,mono,A16,A16,100,0,100,,-1
4,J,6,J6,56,46,I17,H22,primary_sequenced,mono,M23,M23,200,0,200,,-1
4,J,7,J7,11,88,A23,P10,primary_sequenced,pair,P5,M22,100,100,200,0.0,190
4,J,8,J8,81,57,M19,J20,primary_sequenced,mono,D6,D6,100,0,100,,-1
4,J,9,J9,75,12,M7,D2,primary_sequenced,pair,K3,O7,100,100,200,0.0,219
4,J,10,J10,84,16,O1,D10,primary_sequenced,pair,O8,M4,100,100,200,0.0,366
4,J,11,J11,55,18,I15,D14,primary_sequenced,pair,G5,C11,100,100,200,0.0,185
4,J,12,J12,67,80,K15,N18,primary_sequenced,mono,I22,I22,200,0,200,,-1
4,J,13,J13,67,4,K15,B10,primary_sequenced,mono,M5,M5,200,0,200,,-1
4,J,14,J14,88,34,O9,F22,primary_sequenced,ratio,G6,I9,100,100,200,0.0,203
4,J,15,J15,53,94,I11,P22,primary_sequenced,pair,B7,E24,100,100,200,0.0,50
4,J,16,J16,31,71,E15,L24,primary_sequenced,mono,I9,I9,200,0,200,,-1
4,J,17,J17,11,17,A23,D12,primary_sequenced,pair,N19,P6,100,100,200,0.0,187
4,J,18,J18,55,68,I15,L18,primary_sequenced,pair,C11,O23,100,100,200,0.0,80
4,J,19,J19,33,47,E19,H24,primary_sequenced,pair,H21,A15,100,100,200,0.0,196
4,J,20,J20,81,35,M19,F24,primary_sequenced,techrep,D6,B5,100,100,200,0.0,174
4,J,21,J21,75,65,M7,L12,primary_sequenced,mono,G20,G20,200,0,200,,-1
4,J,22,J22,55,62,I15,L6,primary_sequenced,mono,E22,E22,200,0,200,,-1
4,J,23,J23,13,17,C3,D12,primary_sequenced,pair,N12,N9,100,100,200,0.0,303
4,K,2,K2,93,58,O19,J22,primary_sequenced,pair,J9,L8,100,100,200,0.0,198
4,K,3,K3,54,82,I13,N22,primary_sequenced,ratio,G6,I9,50,150,200,-1.5849625007211563,203
4,K,4,K4,31,32,E15,F18,primary_sequenced,density,O11,P11,100,100,200,0.0,287
