dest_plate,dest_row,dest_col,dest_well,fwd_idx,rev_idx,fwd_source_well,rev_source_well,plate_role,well_type,strain1,strain2,vol1_nL,vol2_nL,total_inoculum_nL,log2_inoculum_ratio,separation_bp
1,B,2,B2,22,46,C21,H22,primary_sequenced,pair,D9,E8,100,100,200,0.0,45
1,B,3,B3,40,8,G9,B18,primary_sequenced,pair,K12,D15,100,100,200,0.0,280
1,B,4,B4,79,55,M15,J16,primary_sequenced,pair,N18,O14,100,100,200,0.0,25
1,B,5,B5,47,83,G23,N24,primary_sequenced,pair,D24,J19,100,100,200,0.0,221
1,B,6,B6,51,60,I7,L2,primary_sequenced,pair,A7,C3,100,100,200,0.0,167
1,B,7,B7,77,59,M11,J24,primary_sequenced,mono,H8,H8,100,0,100,,-1
1,B,8,B8,3,9,A7,B20,primary_sequenced,pair,A13,J14,100,100,200,0.0,20
1,B,9,B9,5,34,A11,F22,primary_sequenced,techrep,H23,D24,100,100,200,0.0,213
1,B,10,B10,32,93,E17,P20,primary_sequenced,pair,D2,E5,100,100,200,0.0,17
1,B,11,B11,79,93,M15,P20,primary_sequenced,ratio,G21,P15,25,175,200,-2.807354922057604,220
1,B,12,B12,3,89,A7,P12,primary_sequenced,density,F15,O21,100,100,200,0.0,44
1,B,13,B13,86,43,O5,H16,primary_sequenced,mono,C14,C14,200,0,200,,-1
1,B,14,B14,23,55,C23,J16,primary_sequenced,techrep,A9,P4,100,100,200,0.0,49
1,B,15,B15,33,40,E19,H10,primary_sequenced,density,C22,O7,50,50,100,0.0,191
1,B,16,B16,90,59,O13,J24,primary_sequenced,pair,A20,O12,100,100,200,0.0,198
1,B,17,B17,22,33,C21,F20,primary_sequenced,pair,E4,L2,100,100,200,0.0,235
1,B,18,B18,20,25,C17,F4,primary_sequenced,ratio,E21,P15,150,50,200,1.584962500721156,266
1,B,19,B19,32,69,E17,L20,primary_sequenced,mono,P15,P15,200,0,200,,-1
1,B,20,B20,1,80,A3,N18,primary_sequenced,mono,P7,P7,100,0,100,,-1
1,B,21,B21,25,40,E3,H10,primary_sequenced,mono,P14,P14,100,0,100,,-1
1,B,22,B22,57,78,I19,N14,primary_sequenced,techrep,E20,G16,100,100,200,0.0,241
1,B,23,B23,27,14,E7,D6,primary_sequenced,pair,D17,B24,100,100,200,0.0,112
1,C,2,C2,40,74,G9,N6,primary_sequenced,mono,N10,N10,100,0,100,,-1
1,C,3,C3,3,19,A7,D16,primary_sequenced,pair,C16,D4,100,100,200,0.0,273
1,C,4,C4,16,43,C9,H16,primary_sequenced,pair,L24,A2,100,100,200,0.0,134
1,C,5,C5,20,27,C17,F8,primary_sequenced,ratio,E10,M11,100,100,200,0.0,20
1,C,6,C6,81,27,M19,F8,primary_sequenced,pair,M23,N9,100,100,200,0.0,285
1,C,7,C7,65,86,K11,P6,primary_sequenced,pair,H2,H5,100,100,200,0.0,271
1,C,8,C8,14,18,C5,D14,primary_sequenced,mono,B20,B20,100,0,100,,-1
1,C,9,C9,81,30,M19,F14,primary_sequenced,mono,I12,I12,100,0,100,,-1
1,C,10,C10,46,52,G21,J10,primary_sequenced,pair,H15,M4,100,100,200,0.0,247
1,C,11,C11,19,0,C15,B2,primary_sequenced,mono,K1,K1,200,0,200,,-1
1,C,12,C12,25,2,E3,B6,primary_sequenced,pair,J22,O8,100,100,200,0.0,189
1,C,13,C13,31,15,E15,D8,primary_sequenced,techrep,D6,B5,100,100,200,0.0,174
1,C,14,C14,68,95,K17,P24,primary_sequenced,ratio,G21,P15,50,150,200,-1.5849625007211563,220
1,C,15,C15,14,89,C5,P12,primary_sequenced,mono,H16,H16,200,0,200,,-1
1,C,16,C16,52,58,I9,J22,primary_sequenced,pair,K10,I4,100,100,200,0.0,343
1,C,17,C17,66,9,K13,B20,primary_sequenced,mono,O19,O19,200,0,200,,-1
1,C,18,C18,2,46,A5,H22,primary_sequenced,pair,J15,D17,100,100,200,0.0,17
1,C,19,C19,0,72,A1,N2,primary_sequenced,mono,B9,B9,200,0,200,,-1
1,C,20,C20,25,91,E3,P16,primary_sequenced,mono,G9,G9,200,0,200,,-1
1,C,21,C21,0,82,A1,N22,primary_sequenced,pair,M6,A2,100,100,200,0.0,65
1,C,22,C22,39,18,G7,D14,primary_sequenced,pair,P11,J5,100,100,200,0.0,97
1,C,23,C23,89,84,O11,P2,primary_sequenced,mono,H2,H2,200,0,200,,-1
1,D,2,D2,51,42,I7,H14,primary_sequenced,pair,L8,K16,100,100,200,0.0,197
1,D,3,D3,19,3,C15,B8,primary_sequenced,ratio,E10,M11,25,175,200,-2.807354922057604,20
1,D,4,D4,86,80,O5,N18,primary_sequenced,mono,B21,B21,200,0,200,,-1
1,D,5,D5,35,94,E23,P22,primary_sequenced,pair,J22,J23,100,100,200,0.0,172
1,D,6,D6,83,60,M23,L2,primary_sequenced,mono,P24,P24,100,0,100,,-1
1,D,7,D7,4,15,A9,D8,primary_sequenced,pair,F14,L18,100,100,200,0.0,65
1,D,8,D8,90,35,O13,F24,primary_sequenced,mono,D21,D21,100,0,100,,-1
1,D,9,D9,55,17,I15,D12,primary_sequenced,mono,M4,M4,200,0,200,,-1
1,D,10,D10,77,14,M11,D6,primary_sequenced,techrep,N10,J4,100,100,200,0.0,349
1,D,11,D11,18,26,C13,F6,primary_sequenced,pair,M4,I23,100,100,200,0.0,323
1,D,12,D12,3,14,A7,D6,primary_sequenced,pair,P13,J8,100,100,200,0.0,175
1,D,13,D13,9,91,A19,P16,primary_sequenced,pair,M15,P15,100,100,200,0.0,129
1,D,14,D14,79,11,M15,B24,primary_sequenced,pair,I14,M24,100,100,200,0.0,123
1,D,15,D15,40,76,G9,N10,primary_sequenced,pair,F16,O4,100,100,200,0.0,246
1,D,16,D16,87,79,O7,N16,primary_sequenced,pair,E12,L23,100,100,200,0.0,233
1,D,17,D17,20,62,C17,L6,primary_sequenced,pair,C24,D4,100,100,200,0.0,191
1,D,18,D18,47,63,G23,L8,primary_sequenced,mono,P9,P9,200,0,200,,-1
1,D,19,D19,29,46,E11,H22,primary_sequenced,pair,D3,K17,100,100,200,0.0,20
1,D,20,D20,86,64,O5,L10,primary_sequenced,pair,E19,N15,100,100,200,0.0,201
1,D,21,D21,71,60,K23,L2,primary_sequenced,techrep,B11,I3,100,100,200,0.0,185
1,D,22,D22,43,13,G15,D4,primary_sequenced,mono,C16,C16,200,0,200,,-1
1,D,23,D23,16,12,C9,D2,primary_sequenced,mono,B14,B14,200,0,200,,-1
1,E,2,E2,31,40,E15,H10,primary_sequenced,mono,E5,E5,100,0,100,,-1
1,E,3,E3,50,92,I5,P18,primary_sequenced,mono,M21,M21,100,0,100,,-1
1,E,4,E4,8,37,A17,H4,primary_sequenced,pair,J8,P4,100,100,200,0.0,167
1,E,5,E5,15,64,C7,L10,primary_sequenced,ratio,E18,O21,150,50,200,1.584962500721156,36
1,E,6,E6,67,72,K15,N2,primary_sequenced,mono,L2,L2,100,0,100,,-1
1,E,7,E7,35,9,E23,B20,primary_sequenced,mono,E3,E3,100,0,100,,-1
1,E,8,E8,78,91,M13,P16,primary_sequenced,pair,J16,P3,100,100,200,0.0,22
1,E,9,E9,39,65,G7,L12,primary_sequenced,mono,H1,H1,100,0,100,,-1
1,E,10,E10,79,65,M15,L12,primary_sequenced,pair,O18,D3,100,100,200,0.0,134
1,E,11,E11,52,2,I9,B6,primary_sequenced,techrep,P1,D19,100,100,200,0.0,28
1,E,12,E12,28,44,E9,H18,primary_sequenced,pair,E20,E7,100,100,200,0.0,16
1,E,13,E13,48,80,I1,N18,primary_sequenced,pair,K12,O19,100,100,200,0.0,348
1,E,14,E14,40,29,G9,F12,primary_sequenced,pair,B15,J9,100,100,200,0.0,51
1,E,15,E15,63,75,K7,N8,primary_sequenced,pair,J5,B17,100,100,200,0.0,98
1,E,16,E16,10,20,A21,D18,primary_sequenced,techrep,H10,G11,100,100,200,0.0,35
1,E,17,E17,87,68,O7,L18,primary_sequenced,mono,J21,J21,200,0,200,,-1
1,E,18,E18,37,85,G3,P4,primary_sequenced,pair,C24,D1,100,100,200,0.0,198
1,E,19,E19,72,57,M1,J20,primary_sequenced,ratio,E10,F17,25,175,200,-2.807354922057604,29
1,E,20,E20,49,67,I3,L16,primary_sequenced,techrep,M9,M11,100,100,200,0.0,179
1,E,21,E21,63,14,K7,D6,primary_sequenced,pair,A8,L2,100,100,200,0.0,233
1,E,22,E22,19,14,C15,D6,primary_sequenced,pair,G8,O20,100,100,200,0.0,21
1,E,23,E23,51,85,I7,P4,primary_sequenced,mono,F18,F18,100,0,100,,-1
1,F,2,F2,79,17,M15,D12,primary_sequenced,pair,P16,H24,100,100,200,0.0,294
1,F,3,F3,25,61,E3,L4,primary_sequenced,techrep,P6,J15,100,100,200,0.0,142
1,F,4,F4,85,74,O3,N6,primary_sequenced,pair,E15,D5,100,100,200,0.0,236
1,F,5,F5,72,6,M1,B14,primary_sequenced,pair,C10,I6,100,100,200,0.0,260
1,F,6,F6,40,73,G9,N4,primary_sequenced,density,F15,G7,200,200,400,0.0,20
1,F,7,F7,37,30,G3,F14,primary_sequenced,pair,P21,P12,100,100,200,0.0,272
1,F,8,F8,73,8,M3,B18,primary_sequenced,mono,P8,P8,200,0,200,,-1
1,F,9,F9,70,8,K21,B18,primary_sequenced,techrep,F15,G8,100,100,200,0.0,19
1,F,10,F10,86,62,O5,L6,primary_sequenced,pair,J23,I11,100,100,200,0.0,190
1,F,11,F11,3,64,A7,L10,primary_sequenced,techrep,D19,E6,100,100,200,0.0,154
1,F,12,F12,43,74,G15,N6,primary_sequenced,density,F15,O21,200,200,400,0.0,44
1,F,13,F13,40,56,G9,J18,primary_sequenced,density,F15,O21,50,50,100,0.0,44
1,F,14,F14,27,17,E7,D12,primary_sequenced,pair,C4,D23,100,100,200,0.0,38
1,F,15,F15,88,86,O9,P6,primary_sequenced,pair,F21,F12,100,100,200,0.0,157
1,F,16,F16,24,40,E1,H10,primary_sequenced,mono,B5,B5,200,0,200,,-1
1,F,17,F17,67,42,K15,H14,primary_sequenced,pair,M8,D10,100,100,200,0.0,262
1,F,18,F18,46,31,G21,F16,primary_sequenced,mono,B24,B24,200,0,200,,-1
1,F,19,F19,37,95,G3,P24,primary_sequenced,mono,E21,E21,200,0,200,,-1
1,F,20,F20,35,33,E23,F20,primary_sequenced,pair,A18,N8,100,100,200,0.0,246
1,F,21,F21,18,30,C13,F14,primary_sequenced,pair,L16,B16,100,100,200,0.0,256
1,F,22,F22,30,65,E13,L12,primary_sequenced,techrep,C6,H22,100,100,200,0.0,178
1,F,23,F23,64,3,K9,B8,primary_sequenced,mono,H24,H24,100,0,100,,-1
1,G,2,G2,29,82,E11,N22,primary_sequenced,mono,H12,H12,200,0,200,,-1
1,G,3,G3,20,56,C17,J18,primary_sequenced,pair,F8,O10,100,100,200,0.0,53
1,G,4,G4,7,78,A15,N14,primary_sequenced,pair,H9,A20,100,100,200,0.0,16
1,G,5,G5,54,87,I13,P8,primary_sequenced,techrep,H12,O6,100,100,200,0.0,303
1,G,6,G6,30,78,E13,N14,primary_sequenced,pair,F13,I3,100,100,200,0.0,166
1,G,7,G7,20,12,C17,D2,primary_sequenced,mono,H6,H6,100,0,100,,-1
1,G,8,G8,55,66,I15,L14,primary_sequenced,mono,E8,E8,200,0,200,,-1
1,G,9,G9,30,42,E13,H14,primary_sequenced,pair,B3,E19,100,100,200,0.0,233
1,G,10,G10,15,88,C7,P10,primary_sequenced,pair,F22,O6,100,100,200,0.0,300
1,G,11,G11,65,12,K11,D2,primary_sequenced,density,C22,O7,200,200,400,0.0,191
1,G,12,G12,23,90,C23,P14,primary_sequenced,mono,C9,C9,100,0,100,,-1
1,G,13,G13,70,85,K21,P4,primary_sequenced,pair,I6,C16,100,100,200,0.0,287
1,G,14,G14,86,31,O5,F16,primary_sequenced,pair,B20,H8,100,100,200,0.0,28
1,G,15,G15,67,9,K15,B20,primary_sequenced,pair,C11,G20,100,100,200,0.0,21
1,G,16,G16,40,21,G9,D20,primary_sequenced,mono,L10,L10,100,0,100,,-1
1,G,17,G17,72,10,M1,B22,primary_sequenced,pair,D20,K16,100,100,200,0.0,364
1,G,18,G18,92,62,O17,L6,primary_sequenced,mono,K17,K17,200,0,200,,-1
1,G,19,G19,44,89,G17,P12,primary_sequenced,techrep,B24,E10,100,100,200,0.0,229
1,G,20,G20,76,55,M9,J16,primary_sequenced,mono,J15,J15,200,0,200,,-1
1,G,21,G21,84,12,O1,D2,primary_sequenced,mono,J5,J5,200,0,200,,-1
1,G,22,G22,66,14,K13,D6,primary_sequenced,ratio,F7,G8,175,25,200,2.807354922057604,18
1,G,23,G23,12,80,C1,N18,primary_sequenced,pair,P23,O12,100,100,200,0.0,325
1,H,2,H2,36,63,G1,L8,primary_sequenced,mono,I4,I4,200,0,200,,-1
1,H,3,H3,32,29,E17,F12,primary_sequenced,mono,A5,A5,100,0,100,,-1
1,H,4,H4,49,39,I3,H8,primary_sequenced,mono,F20,F20,100,0,100,,-1
1,H,5,H5,88,65,O9,L12,primary_sequenced,pair,K11,L18,100,100,200,0.0,127
1,H,6,H6,15,19,C7,D16,primary_sequenced,mono,L12,L12,100,0,100,,-1
1,H,7,H7,59,28,I23,F10,primary_sequenced,mono,O12,O12,200,0,200,,-1
1,H,8,H8,11,72,A23,N2,primary_sequenced,density,E16,P17,200,200,400,0.0,219
1,H,9,H9,71,79,K23,N16,primary_sequenced,pair,O10,G12,100,100,200,0.0,17
1,H,10,H10,49,32,I3,F18,primary_sequenced,ratio,E10,F17,100,100,200,0.0,29
1,H,11,H11,10,12,A21,D2,primary_sequenced,pair,H20,A23,100,100,200,0.0,206
1,H,12,H12,84,68,O1,L18,primary_sequenced,pair,D7,A21,100,100,200,0.0,341
1,H,13,H13,33,26,E19,F6,primary_sequenced,pair,P1,C3,100,100,200,0.0,32
1,H,14,H14,1,60,A3,L2,primary_sequenced,mono,C23,C23,100,0,100,,-1
1,H,15,H15,10,80,A21,N18,primary_sequenced,pair,K5,G21,100,100,200,0.0,120
1,H,16,H16,12,74,C1,N6,primary_sequenced,mono,A3,A3,200,0,200,,-1
1,H,17,H17,47,43,G23,H16,primary_sequenced,techrep,O23,I15,100,100,200,0.0,93
1,H,18,H18,40,84,G9,P2,primary_sequenced,pair,P22,A15,100,100,200,0.0,224
1,H,19,H19,87,90,O7,P14,primary_sequenced,techrep,B18,C23,100,100,200,0.0,190
1,H,20,H20,88,54,O9,J14,primary_sequenced,pair,N9,N4,100,100,200,0.0,303
1,H,21,H21,60,43,K1,H16,primary_sequenced,ratio,G21,P15,150,50,200,1.584962500721156,220
1,H,22,H22,82,46,M21,H22,primary_sequenced,pair,A13,L15,100,100,200,0.0,19
1,H,23,H23,52,67,I9,L16,primary_sequenced,pair,A5,M8,100,100,200,0.0,171
1,I,2,I2,92,60,O17,L2,primary_sequenced,ratio,E10,M11,50,150,200,-1.5849625007211563,20
1,I,3,I3,84,93,O1,P20,primary_sequenced,pair,P14,C12,100,100,200,0.0,243
1,I,4,I4,58,33,I21,F20,primary_sequenced,mono,N24,N24,100,0,100,,-1
1,I,5,I5,32,15,E17,D8,primary_sequenced,pair,G9,O17,100,100,200,0.0,273
1,I,6,I6,15,21,C7,D20,primary_sequenced,ratio,E21,P15,175,25,200,2.807354922057604,266
1,I,7,I7,90,15,O13,D8,primary_sequenced,techrep,C1,D12,100,100,200,0.0,202
1,I,8,I8,73,2,M3,B6,primary_sequenced,mono,F10,F10,200,0,200,,-1
1,I,9,I9,77,89,M11,P12,primary_sequenced,mono,C1,C1,100,0,100,,-1
1,I,10,I10,93,0,O19,B2,primary_sequenced,ratio,E10,F17,50,150,200,-1.5849625007211563,29
1,I,11,I11,21,18,C19,D14,primary_sequenced,mono,B23,B23,100,0,100,,-1
1,I,12,I12,66,34,K13,F22,primary_sequenced,pair,J9,P20,100,100,200,0.0,42
1,I,13,I13,50,32,I5,F18,primary_sequenced,mono,P6,P6,200,0,200,,-1
1,I,14,I14,75,77,M7,N12,primary_sequenced,pair,N8,P16,100,100,200,0.0,329
1,I,15,I15,15,91,C7,P16,primary_sequenced,ratio,F7,G8,150,50,200,1.584962500721156,18
1,I,16,I16,71,11,K23,B24,primary_sequenced,techrep,A16,D6,100,100,200,0.0,218
1,I,17,I17,70,28,K21,F10,primary_sequenced,techrep,L23,H2,100,100,200,0.0,173
1,I,18,I18,74,60,M5,L2,primary_sequenced,pair,A22,C14,100,100,200,0.0,147
1,I,19,I19,73,27,M3,F8,primary_sequenced,pair,P2,E12,100,100,200,0.0,305
1,I,20,I20,5,56,A11,J18,primary_sequenced,pair,C21,A17,100,100,200,0.0,34
1,I,21,I21,70,18,K21,D14,primary_sequenced,pair,F17,H10,100,100,200,0.0,254
1,I,22,I22,15,17,C7,D12,primary_sequenced,pair,D22,I9,100,100,200,0.0,269
1,I,23,I23,7,72,A15,N2,primary_sequenced,pair,M11,J24,100,100,200,0.0,337
1,J,2,J2,0,77,A1,N12,primary_sequenced,techrep,L22,C14,100,100,200,0.0,221
1,J,3,J3,35,67,E23,L16,primary_sequenced,mono,A11,A11,100,0,100,,-1
1,J,4,J4,18,90,C13,P14,primary_sequenced,pair,I7,O1,100,100,200,0.0,40
1,J,5,J5,32,63,E17,L8,primary_sequenced,pair,O19,H22,100,100,200,0.0,229
1,J,6,J6,41,75,G11,N8,primary_sequenced,pair,I12,E20,100,100,200,0.0,89
1,J,7,J7,3,20,A7,D18,primary_sequenced,ratio,E18,O21,100,100,200,0.0,36
1,J,8,J8,59,9,I23,B20,primary_sequenced,mono,G10,G10,200,0,200,,-1
1,J,9,J9,15,56,C7,J18,primary_sequenced,density,C22,O7,100,100,200,0.0,191
1,J,10,J10,63,7,K7,B16,primary_sequenced,pair,D14,J21,100,100,200,0.0,297
1,J,11,J11,39,10,G7,B22,primary_sequenced,mono,P2,P2,200,0,200,,-1
1,J,12,J12,65,25,K11,F4,primary_sequenced,pair,M20,L17,100,100,200,0.0,191
1,J,13,J13,81,47,M19,H24,primary_sequenced,pair,I17,H17,100,100,200,0.0,129
1,J,14,J14,19,72,C15,N2,primary_sequenced,techrep,N19,F12,100,100,200,0.0,239
1,J,15,J15,53,85,I11,P4,primary_sequenced,mono,O7,O7,200,0,200,,-1
1,J,16,J16,43,53,G15,J12,primary_sequenced,mono,E14,E14,100,0,100,,-1
1,J,17,J17,21,14,C19,D6,primary_sequenced,pair,G22,J24,100,100,200,0.0,290
1,J,18,J18,11,45,A23,H20,primary_sequenced,pair,C16,L19,100,100,200,0.0,273
1,J,19,J19,11,79,A23,N16,primary_sequenced,mono,E11,E11,200,0,200,,-1
1,J,20,J20,3,40,A7,H10,primary_sequenced,ratio,E21,P15,100,100,200,0.0,266
1,J,21,J21,82,72,M21,N2,primary_sequenced,pair,O16,A15,100,100,200,0.0,259
1,J,22,J22,64,59,K9,J24,primary_sequenced,mono,D11,D11,100,0,100,,-1
1,J,23,J23,45,35,G19,F24,primary_sequenced,pair,G4,G18,100,100,200,0.0,160
1,K,2,K2,53,91,I11,P16,primary_sequenced,pair,E8,E14,100,100,200,0.0,264
1,K,3,K3,94,55,O21,J16,primary_sequenced,pair,B17,M12,100,100,200,0.0,70
1,K,4,K4,69,28,K19,F10,primary_sequenced,pair,H15,G23,100,100,200,0.0,190
1,K,5,K5,11,53,A23,J12,primary_sequenced,pair,K18,O4,100,100,200,0.0,305
1,K,6,K6,65,35,K11,F24,primary_sequenced,pair,M11,F3,100,100,200,0.0,28
1,K,7,K7,0,88,A1,P10,primary_sequenced,ratio,E10,F17,175,25,200,2.807354922057604,29
1,K,8,K8,34,38,E21,H6,primary_sequenced,mono,D1,D1,200,0,200,,-1
1,K,9,K9,11,74,A23,N6,primary_sequenced,mono,B13,B13,100,0,100,,-1
1,K,10,K10,55,12,I15,D2,primary_sequenced,mono,G16,G16,100,0,100,,-1
1,K,11,K11,62,7,K5,B16,primary_sequenced,pair,G1,B7,100,100,200,0.0,38
1,K,12,K12,85,52,O3,J10,primary_sequenced,pair,K21,G4,100,100,200,0.0,100
1,K,13,K13,47,61,G23,L4,primary_sequenced,pair,P23,F8,100,100,200,0.0,270
1,K,14,K14,15,73,C7,N4,primary_sequenced,techrep,F13,L7,100,100,200,0.0,189
1,K,15,K15,78,30,M13,F14,primary_sequenced,techrep,B8,H17,100,100,200,0.0,42
1,K,16,K16,95,42,O23,H14,primary_sequenced,ratio,F7,G8,25,175,200,-2.807354922057604,18
1,K,17,K17,57,89,I19,P12,primary_sequenced,techrep,B23,A5,100,100,200,0.0,210
1,K,18,K18,21,93,C19,P20,primary_sequenced,ratio,E18,O21,25,175,200,-2.807354922057604,36
1,K,19,K19,78,86,M13,P6,primary_sequenced,density,F15,G7,100,100,200,0.0,20
1,K,20,K20,14,80,C5,N18,primary_sequenced,pair,F10,N20,100,100,200,0.0,361
1,K,21,K21,76,33,M9,F20,primary_sequenced,ratio,E10,M11,175,25,200,2.807354922057604,20
1,K,22,K22,29,60,E11,L2,primary_sequenced,pair,I21,K1,100,100,200,0.0,260
1,K,23,K23,39,29,G7,F12,primary_sequenced,mono,C17,C17,100,0,100,,-1
1,L,2,L2,29,70,E11,L22,primary_sequenced,pair,L2,C4,100,100,200,0.0,172
1,L,3,L3,61,18,K3,D14,primary_sequenced,mono,M18,M18,200,0,200,,-1
1,L,4,L4,3,5,A7,B12,primary_sequenced,pair,C12,A16,100,100,200,0.0,257
1,L,5,L5,35,28,E23,F10,primary_sequenced,pair,D16,M5,100,100,200,0.0,253
1,L,6,L6,30,50,E13,J6,primary_sequenced,ratio,E21,P15,50,150,200,-1.5849625007211563,266
1,L,7,L7,59,40,I23,H10,primary_sequenced,pair,G22,B14,100,100,200,0.0,163
1,L,8,L8,33,38,E19,H6,primary_sequenced,pair,G19,F6,100,100,200,0.0,256
1,L,9,L9,82,61,M21,L4,primary_sequenced,mono,F16,F16,200,0,200,,-1
1,L,10,L10,88,93,O9,P20,primary_sequenced,pair,F21,P19,100,100,200,0.0,226
1,L,11,L11,4,3,A9,B8,primary_sequenced,pair,G8,G21,100,100,200,0.0,225
1,L,12,L12,8,46,A17,H22,primary_sequenced,pair,G23,F4,100,100,200,0.0,138
1,L,13,L13,38,46,G5,H22,primary_sequenced,pair,A18,H9,100,100,200,0.0,303
1,L,14,L14,50,44,I5,H18,primary_sequenced,pair,C7,H4,100,100,200,0.0,189
1,L,15,L15,62,57,K5,J20,primary_sequenced,techrep,F23,E10,100,100,200,0.0,214
1,L,16,L16,74,14,M5,D6,primary_sequenced,mono,B22,B22,100,0,100,,-1
1,L,17,L17,5,85,A11,P4,primary_sequenced,mono,I2,I2,100,0,100,,-1
1,L,18,L18,86,59,O5,J24,primary_sequenced,techrep,A24,O18,100,100,200,0.0,110
1,L,19,L19,7,33,A15,F20,primary_sequenced,ratio,E18,O21,175,25,200,2.807354922057604,36
1,L,20,L20,92,14,O17,D6,primary_sequenced,ratio,G21,P15,100,100,200,0.0,220
1,L,21,L21,34,44,E21,H18,primary_sequenced,pair,H1,K18,100,100,200,0.0,305
1,L,22,L22,55,42,I15,H14,primary_sequenced,pair,P14,H20,100,100,200,0.0,277
1,L,23,L23,8,54,A17,J14,primary_sequenced,pair,I20,A16,100,100,200,0.0,599
1,M,2,M2,61,14,K3,D6,primary_sequenced,mono,B18,B18,200,0,200,,-1
1,M,3,M3,66,86,K13,P6,primary_sequenced,mono,K6,K6,200,0,200,,-1
1,M,4,M4,28,8,E9,B18,primary_sequenced,ratio,E18,O21,50,150,200,-1.5849625007211563,36
1,M,5,M5,34,20,E21,D18,primary_sequenced,mono,C18,C18,100,0,100,,-1
1,M,6,M6,68,30,K17,F14,primary_sequenced,ratio,E10,M11,150,50,200,1.584962500721156,20
1,M,7,M7,31,50,E15,J6,primary_sequenced,density,F15,G7,50,50,100,0.0,20
1,M,8,M8,79,35,M15,F24,primary_sequenced,ratio,E10,F17,150,50,200,1.584962500721156,29
1,M,9,M9,86,72,O5,N2,primary_sequenced,pair,B11,J7,100,100,200,0.0,69
1,M,10,M10,8,90,A17,P14,primary_sequenced,pair,E18,O1,100,100,200,0.0,121
1,M,11,M11,20,93,C17,P20,primary_sequenced,mono,I8,I8,100,0,100,,-1
1,M,12,M12,9,74,A19,N6,primary_sequenced,mono,J4,J4,200,0,200,,-1
1,M,13,M13,4,83,A9,N24,primary_sequenced,ratio,F7,G8,50,150,200,-1.5849625007211563,18
1,M,14,M14,32,87,E17,P8,primary_sequenced,pair,M11,C10,100,100,200,0.0,21
1,M,15,M15,49,15,I3,D8,primary_sequenced,mono,E6,E6,100,0,100,,-1
1,M,16,M16,11,38,A23,H6,primary_sequenced,mono,G22,G22,100,0,100,,-1
1,M,17,M17,47,44,G23,H18,primary_sequenced,mono,A8,A8,200,0,200,,-1
1,M,18,M18,75,60,M7,L2,primary_sequenced,techrep,H13,K4,100,100,200,0.0,80
1,M,19,M19,0,56,A1,J18,primary_sequenced,pair,I15,E16,100,100,200,0.0,262
1,M,20,M20,11,13,A23,D4,primary_sequenced,pair,E20,F6,100,100,200,0.0,82
1,M,21,M21,14,1,C5,B4,primary_sequenced,pair,F14,A10,100,100,200,0.0,300
1,M,22,M22,27,79,E7,N16,primary_sequenced,mono,E20,E20,100,0,100,,-1
1,M,23,M23,25,89,E3,P12,primary_sequenced,pair,A14,C3,100,100,200,0.0,172
1,N,2,N2,81,22,M19,D22,primary_sequenced,mono,H23,H23,200,0,200,,-1
1,N,3,N3,83,70,M23,L22,primary_sequenced,pair,I18,M5,100,100,200,0.0,185
1,N,4,N4,19,66,C15,L14,primary_sequenced,pair,M10,O24,100,100,200,0.0,166
1,N,5,N5,21,57,C19,J20,primary_sequenced,pair,K6,M7,100,100,200,0.0,84
1,N,6,N6,35,22,E23,D22,primary_sequenced,mono,H7,H7,200,0,200,,-1
1,N,7,N7,1,88,A3,P10,primary_sequenced,pair,D11,C15,100,100,200,0.0,133
1,N,8,N8,7,36,A15,H2,primary_sequenced,pair,G24,J9,100,100,200,0.0,147
1,N,9,N9,67,94,K15,P22,primary_sequenced,ratio,G21,P15,175,25,200,2.807354922057604,220
1,N,10,N10,72,51,M1,J8,primary_sequenced,ratio,E21,P15,25,175,200,-2.807354922057604,266
1,N,11,N11,19,70,C15,L22,primary_sequenced,mono,M2,M2,100,0,100,,-1
1,N,12,N12,77,47,M11,H24,primary_sequenced,pair,D8,E11,100,100,200,0.0,260
1,N,13,N13,62,73,K5,N4,primary_sequenced,mono,A15,A15,200,0,200,,-1
1,N,14,N14,52,17,I9,D12,primary_sequenced,pair,I23,N21,100,100,200,0.0,196
1,N,15,N15,89,53,O11,J12,primary_sequenced,mono,E16,E16,100,0,100,,-1
1,N,16,N16,22,32,C21,F18,primary_sequenced,techrep,P5,A17,100,100,200,0.0,38
1,N,17,N17,27,18,E7,D14,primary_sequenced,pair,L21,E8,100,100,200,0.0,18
1,N,18,N18,68,52,K17,J10,primary_sequenced,mono,L8,L8,200,0,200,,-1
1,N,19,N19,94,15,O21,D8,primary_sequenced,mono,E12,E12,100,0,100,,-1
1,N,20,N20,1,63,A3,L8,primary_sequenced,mono,M23,M23,100,0,100,,-1
1,N,21,N21,42,26,G13,F6,primary_sequenced,pair,H17,P4,100,100,200,0.0,41
1,N,22,N22,73,50,M3,J6,primary_sequenced,pair,O24,O5,100,100,200,0.0,174
1,N,23,N23,23,48,C23,J2,primary_sequenced,ratio,F7,G8,100,100,200,0.0,18
1,O,2,O2,68,12,K17,D2,primary_sequenced,pair,C9,F12,100,100,200,0.0,238
1,O,3,O3,22,44,C21,H18,primary_sequenced,mono,E13,E13,100,0,100,,-1
1,O,4,O4,82,17,M21,D12,primary_sequenced,mono,C5,C5,200,0,200,,-1
